imageone,imagetwo,imagethree,imagefour,imagefive,imagesix,imageseven,imageeight,imagenine,imageten,imageeleven,imagetwelve,imagethirteen,imagefourteen,imagefifteen,imagesixteen,frequency,imageTL,imageBL,imageTR,imageBR,correct_answer,stimulus_type,condition_code
LZ_natural\LZ_natural_142.jpg,LZ_natural\LZ_natural_104.jpg,LZ_natural\LZ_natural_102.jpg,LZ_natural\LZ_natural_149.jpg,LZ_natural\LZ_natural_236.jpg,LZ_natural\LZ_natural_83.jpg,LZ_natural\LZ_natural_183.jpg,LZ_natural\LZ_natural_181.jpg,LZ_natural\LZ_natural_173.jpg,LZ_natural\LZ_natural_18.jpg,LZ_natural\LZ_natural_133.jpg,LZ_natural\LZ_natural_152.jpg,LZ_natural\LZ_natural_234.jpg,LZ_natural\LZ_natural_138.jpg,LZ_natural\LZ_natural_176.jpg,LZ_natural\LZ_natural_171.jpg,    4,LZ_natural\LZ_natural_19.jpg,LZ_natural\LZ_natural_7.jpg,LZ_natural\LZ_natural_104.jpg,LZ_natural\LZ_natural_125.jpg,    k,    1,   14
LZ_noise\LZ_noise_186.jpg,LZ_noise\LZ_noise_52.jpg,LZ_noise\LZ_noise_239.jpg,LZ_noise\LZ_noise_39.jpg,LZ_noise\LZ_noise_164.jpg,LZ_noise\LZ_noise_13.jpg,LZ_noise\LZ_noise_38.jpg,LZ_noise\LZ_noise_193.jpg,LZ_noise\LZ_noise_131.jpg,LZ_noise\LZ_noise_6.jpg,LZ_noise\LZ_noise_60.jpg,LZ_noise\LZ_noise_112.jpg,LZ_noise\LZ_noise_98.jpg,LZ_noise\LZ_noise_234.jpg,LZ_noise\LZ_noise_161.jpg,LZ_noise\LZ_noise_118.jpg,    1,LZ_noise\LZ_noise_239.jpg,LZ_noise\LZ_noise_218.jpg,LZ_noise\LZ_noise_113.jpg,LZ_noise\LZ_noise_98.jpg,    m,    3,   31
LZ_scrambled\LZ_scrambled_240.jpg,LZ_scrambled\LZ_scrambled_183.jpg,LZ_scrambled\LZ_scrambled_67.jpg,LZ_scrambled\LZ_scrambled_106.jpg,LZ_scrambled\LZ_scrambled_225.jpg,LZ_scrambled\LZ_scrambled_131.jpg,LZ_scrambled\LZ_scrambled_65.jpg,LZ_scrambled\LZ_scrambled_200.jpg,LZ_natural\LZ_natural_2.jpg,LZ_natural\LZ_natural_203.jpg,LZ_natural\LZ_natural_119.jpg,LZ_natural\LZ_natural_72.jpg,LZ_natural\LZ_natural_207.jpg,LZ_natural\LZ_natural_230.jpg,LZ_natural\LZ_natural_127.jpg,LZ_natural\LZ_natural_211.jpg,    2,LZ_scrambled\LZ_scrambled_219.jpg,LZ_scrambled\LZ_scrambled_125.jpg,LZ_scrambled\LZ_scrambled_7.jpg,LZ_scrambled\LZ_scrambled_65.jpg,    m,    2,   22
LZ_natural\LZ_natural_159.jpg,LZ_natural\LZ_natural_219.jpg,LZ_natural\LZ_natural_30.jpg,LZ_natural\LZ_natural_62.jpg,LZ_natural\LZ_natural_237.jpg,LZ_natural\LZ_natural_76.jpg,LZ_natural\LZ_natural_98.jpg,LZ_natural\LZ_natural_59.jpg,LZ_natural\LZ_natural_130.jpg,LZ_natural\LZ_natural_51.jpg,LZ_natural\LZ_natural_40.jpg,LZ_natural\LZ_natural_205.jpg,LZ_natural\LZ_natural_199.jpg,LZ_natural\LZ_natural_123.jpg,LZ_natural\LZ_natural_73.jpg,LZ_natural\LZ_natural_114.jpg,    1,LZ_natural\LZ_natural_73.jpg,LZ_natural\LZ_natural_192.jpg,LZ_natural\LZ_natural_89.jpg,LZ_natural\LZ_natural_191.jpg,    a,    1,   11
LZ_noise\LZ_noise_61.jpg,LZ_noise\LZ_noise_148.jpg,LZ_noise\LZ_noise_58.jpg,LZ_noise\LZ_noise_108.jpg,LZ_noise\LZ_noise_228.jpg,LZ_noise\LZ_noise_42.jpg,LZ_noise\LZ_noise_227.jpg,LZ_noise\LZ_noise_21.jpg,LZ_natural\LZ_natural_1.jpg,LZ_natural\LZ_natural_22.jpg,LZ_natural\LZ_natural_32.jpg,LZ_natural\LZ_natural_59.jpg,LZ_noise\LZ_noise_216.jpg,LZ_noise\LZ_noise_7.jpg,LZ_noise\LZ_noise_17.jpg,LZ_noise\LZ_noise_221.jpg,    2,LZ_noise\LZ_noise_17.jpg,LZ_noise\LZ_noise_9.jpg,LZ_noise\LZ_noise_227.jpg,LZ_noise\LZ_noise_234.jpg,    a,    3,   32
LZ_natural\LZ_natural_64.jpg,LZ_natural\LZ_natural_23.jpg,LZ_natural\LZ_natural_121.jpg,LZ_natural\LZ_natural_231.jpg,LZ_scrambled\LZ_scrambled_220.jpg,LZ_scrambled\LZ_scrambled_66.jpg,LZ_scrambled\LZ_scrambled_83.jpg,LZ_scrambled\LZ_scrambled_230.jpg,LZ_noise\LZ_noise_115.jpg,LZ_noise\LZ_noise_43.jpg,LZ_noise\LZ_noise_72.jpg,LZ_noise\LZ_noise_92.jpg,LZ_noise\LZ_noise_201.jpg,LZ_noise\LZ_noise_13.jpg,LZ_noise\LZ_noise_3.jpg,LZ_noise\LZ_noise_62.jpg,    1,LZ_natural\LZ_natural_45.jpg,LZ_natural\LZ_natural_55.jpg,LZ_natural\LZ_natural_18.jpg,LZ_noise\LZ_noise_72.jpg,    m,    1,   11
LZ_natural\LZ_natural_179.jpg,LZ_natural\LZ_natural_47.jpg,LZ_natural\LZ_natural_33.jpg,LZ_natural\LZ_natural_185.jpg,LZ_natural\LZ_natural_117.jpg,LZ_natural\LZ_natural_197.jpg,LZ_natural\LZ_natural_177.jpg,LZ_natural\LZ_natural_97.jpg,LZ_natural\LZ_natural_35.jpg,LZ_natural\LZ_natural_143.jpg,LZ_natural\LZ_natural_98.jpg,LZ_natural\LZ_natural_240.jpg,LZ_natural\LZ_natural_227.jpg,LZ_natural\LZ_natural_226.jpg,LZ_natural\LZ_natural_144.jpg,LZ_natural\LZ_natural_151.jpg,    4,LZ_natural\LZ_natural_50.jpg,LZ_natural\LZ_natural_165.jpg,LZ_natural\LZ_natural_227.jpg,LZ_natural\LZ_natural_140.jpg,    k,    1,   14
LZ_scrambled\LZ_scrambled_34.jpg,LZ_scrambled\LZ_scrambled_98.jpg,LZ_scrambled\LZ_scrambled_77.jpg,LZ_scrambled\LZ_scrambled_172.jpg,LZ_scrambled\LZ_scrambled_94.jpg,LZ_scrambled\LZ_scrambled_121.jpg,LZ_scrambled\LZ_scrambled_22.jpg,LZ_scrambled\LZ_scrambled_132.jpg,LZ_scrambled\LZ_scrambled_220.jpg,LZ_scrambled\LZ_scrambled_127.jpg,LZ_scrambled\LZ_scrambled_153.jpg,LZ_scrambled\LZ_scrambled_143.jpg,LZ_scrambled\LZ_scrambled_24.jpg,LZ_scrambled\LZ_scrambled_227.jpg,LZ_scrambled\LZ_scrambled_131.jpg,LZ_scrambled\LZ_scrambled_147.jpg,    2,LZ_scrambled\LZ_scrambled_7.jpg,LZ_scrambled\LZ_scrambled_26.jpg,LZ_scrambled\LZ_scrambled_112.jpg,LZ_scrambled\LZ_scrambled_77.jpg,    m,    2,   22
LZ_natural\LZ_natural_194.jpg,LZ_natural\LZ_natural_77.jpg,LZ_natural\LZ_natural_34.jpg,LZ_natural\LZ_natural_175.jpg,LZ_natural\LZ_natural_134.jpg,LZ_natural\LZ_natural_201.jpg,LZ_natural\LZ_natural_239.jpg,LZ_natural\LZ_natural_182.jpg,LZ_natural\LZ_natural_74.jpg,LZ_natural\LZ_natural_56.jpg,LZ_natural\LZ_natural_4.jpg,LZ_natural\LZ_natural_147.jpg,LZ_scrambled\LZ_scrambled_3.jpg,LZ_scrambled\LZ_scrambled_219.jpg,LZ_scrambled\LZ_scrambled_154.jpg,LZ_scrambled\LZ_scrambled_84.jpg,    3,LZ_natural\LZ_natural_25.jpg,LZ_natural\LZ_natural_127.jpg,LZ_natural\LZ_natural_175.jpg,LZ_natural\LZ_natural_167.jpg,    k,    1,   13
LZ_scrambled\LZ_scrambled_211.jpg,LZ_scrambled\LZ_scrambled_44.jpg,LZ_scrambled\LZ_scrambled_236.jpg,LZ_scrambled\LZ_scrambled_87.jpg,LZ_scrambled\LZ_scrambled_184.jpg,LZ_scrambled\LZ_scrambled_90.jpg,LZ_scrambled\LZ_scrambled_223.jpg,LZ_scrambled\LZ_scrambled_117.jpg,LZ_scrambled\LZ_scrambled_231.jpg,LZ_scrambled\LZ_scrambled_25.jpg,LZ_scrambled\LZ_scrambled_62.jpg,LZ_scrambled\LZ_scrambled_112.jpg,LZ_scrambled\LZ_scrambled_134.jpg,LZ_scrambled\LZ_scrambled_191.jpg,LZ_scrambled\LZ_scrambled_71.jpg,LZ_scrambled\LZ_scrambled_196.jpg,    4,LZ_scrambled\LZ_scrambled_211.jpg,LZ_scrambled\LZ_scrambled_192.jpg,LZ_scrambled\LZ_scrambled_25.jpg,LZ_scrambled\LZ_scrambled_44.jpg,    m,    2,   24
LZ_natural\LZ_natural_36.jpg,LZ_natural\LZ_natural_228.jpg,LZ_natural\LZ_natural_218.jpg,LZ_natural\LZ_natural_128.jpg,LZ_natural\LZ_natural_160.jpg,LZ_natural\LZ_natural_148.jpg,LZ_natural\LZ_natural_65.jpg,LZ_natural\LZ_natural_7.jpg,LZ_natural\LZ_natural_40.jpg,LZ_natural\LZ_natural_214.jpg,LZ_natural\LZ_natural_191.jpg,LZ_natural\LZ_natural_15.jpg,LZ_scrambled\LZ_scrambled_233.jpg,LZ_scrambled\LZ_scrambled_64.jpg,LZ_scrambled\LZ_scrambled_70.jpg,LZ_scrambled\LZ_scrambled_83.jpg,    3,LZ_natural\LZ_natural_169.jpg,LZ_natural\LZ_natural_11.jpg,LZ_natural\LZ_natural_213.jpg,LZ_natural\LZ_natural_218.jpg,    m,    1,   13
LZ_natural\LZ_natural_178.jpg,LZ_natural\LZ_natural_115.jpg,LZ_natural\LZ_natural_180.jpg,LZ_natural\LZ_natural_13.jpg,LZ_natural\LZ_natural_91.jpg,LZ_natural\LZ_natural_189.jpg,LZ_natural\LZ_natural_46.jpg,LZ_natural\LZ_natural_63.jpg,LZ_natural\LZ_natural_172.jpg,LZ_natural\LZ_natural_20.jpg,LZ_natural\LZ_natural_16.jpg,LZ_natural\LZ_natural_186.jpg,LZ_natural\LZ_natural_51.jpg,LZ_natural\LZ_natural_75.jpg,LZ_natural\LZ_natural_150.jpg,LZ_natural\LZ_natural_168.jpg,    4,LZ_natural\LZ_natural_79.jpg,LZ_natural\LZ_natural_235.jpg,LZ_natural\LZ_natural_16.jpg,LZ_natural\LZ_natural_143.jpg,    k,    1,   14
LZ_noise\LZ_noise_94.jpg,LZ_noise\LZ_noise_198.jpg,LZ_noise\LZ_noise_27.jpg,LZ_noise\LZ_noise_105.jpg,LZ_noise\LZ_noise_66.jpg,LZ_noise\LZ_noise_122.jpg,LZ_noise\LZ_noise_71.jpg,LZ_noise\LZ_noise_102.jpg,LZ_noise\LZ_noise_211.jpg,LZ_noise\LZ_noise_209.jpg,LZ_noise\LZ_noise_185.jpg,LZ_noise\LZ_noise_145.jpg,LZ_natural\LZ_natural_13.jpg,LZ_natural\LZ_natural_191.jpg,LZ_natural\LZ_natural_125.jpg,LZ_natural\LZ_natural_118.jpg,    3,LZ_natural\LZ_natural_125.jpg,LZ_noise\LZ_noise_207.jpg,LZ_noise\LZ_noise_238.jpg,LZ_noise\LZ_noise_2.jpg,    a,    3,   33
LZ_noise\LZ_noise_195.jpg,LZ_noise\LZ_noise_72.jpg,LZ_noise\LZ_noise_215.jpg,LZ_noise\LZ_noise_201.jpg,LZ_noise\LZ_noise_87.jpg,LZ_noise\LZ_noise_103.jpg,LZ_noise\LZ_noise_199.jpg,LZ_noise\LZ_noise_91.jpg,LZ_natural\LZ_natural_33.jpg,LZ_natural\LZ_natural_134.jpg,LZ_natural\LZ_natural_228.jpg,LZ_natural\LZ_natural_115.jpg,LZ_scrambled\LZ_scrambled_63.jpg,LZ_scrambled\LZ_scrambled_167.jpg,LZ_scrambled\LZ_scrambled_11.jpg,LZ_scrambled\LZ_scrambled_44.jpg,    2,LZ_noise\LZ_noise_140.jpg,LZ_noise\LZ_noise_165.jpg,LZ_noise\LZ_noise_27.jpg,LZ_noise\LZ_noise_72.jpg,    m,    3,   32
LZ_noise\LZ_noise_178.jpg,LZ_noise\LZ_noise_150.jpg,LZ_noise\LZ_noise_114.jpg,LZ_noise\LZ_noise_37.jpg,LZ_scrambled\LZ_scrambled_129.jpg,LZ_scrambled\LZ_scrambled_240.jpg,LZ_scrambled\LZ_scrambled_21.jpg,LZ_scrambled\LZ_scrambled_161.jpg,LZ_scrambled\LZ_scrambled_235.jpg,LZ_scrambled\LZ_scrambled_178.jpg,LZ_scrambled\LZ_scrambled_117.jpg,LZ_scrambled\LZ_scrambled_72.jpg,LZ_scrambled\LZ_scrambled_15.jpg,LZ_scrambled\LZ_scrambled_79.jpg,LZ_scrambled\LZ_scrambled_149.jpg,LZ_scrambled\LZ_scrambled_171.jpg,    1,LZ_noise\LZ_noise_128.jpg,LZ_scrambled\LZ_scrambled_79.jpg,LZ_noise\LZ_noise_168.jpg,LZ_noise\LZ_noise_120.jpg,    z,    3,   31
LZ_noise\LZ_noise_60.jpg,LZ_noise\LZ_noise_110.jpg,LZ_noise\LZ_noise_237.jpg,LZ_noise\LZ_noise_210.jpg,LZ_noise\LZ_noise_140.jpg,LZ_noise\LZ_noise_17.jpg,LZ_noise\LZ_noise_224.jpg,LZ_noise\LZ_noise_149.jpg,LZ_noise\LZ_noise_47.jpg,LZ_noise\LZ_noise_95.jpg,LZ_noise\LZ_noise_75.jpg,LZ_noise\LZ_noise_101.jpg,LZ_scrambled\LZ_scrambled_135.jpg,LZ_scrambled\LZ_scrambled_139.jpg,LZ_scrambled\LZ_scrambled_109.jpg,LZ_scrambled\LZ_scrambled_7.jpg,    2,LZ_noise\LZ_noise_44.jpg,LZ_noise\LZ_noise_75.jpg,LZ_noise\LZ_noise_213.jpg,LZ_noise\LZ_noise_39.jpg,    z,    3,   32
LZ_noise\LZ_noise_202.jpg,LZ_noise\LZ_noise_65.jpg,LZ_noise\LZ_noise_67.jpg,LZ_noise\LZ_noise_51.jpg,LZ_noise\LZ_noise_132.jpg,LZ_noise\LZ_noise_230.jpg,LZ_noise\LZ_noise_7.jpg,LZ_noise\LZ_noise_206.jpg,LZ_noise\LZ_noise_154.jpg,LZ_noise\LZ_noise_157.jpg,LZ_noise\LZ_noise_239.jpg,LZ_noise\LZ_noise_214.jpg,LZ_natural\LZ_natural_63.jpg,LZ_natural\LZ_natural_166.jpg,LZ_natural\LZ_natural_60.jpg,LZ_natural\LZ_natural_41.jpg,    2,LZ_natural\LZ_natural_63.jpg,LZ_noise\LZ_noise_164.jpg,LZ_noise\LZ_noise_189.jpg,LZ_noise\LZ_noise_45.jpg,    a,    3,   32
LZ_natural\LZ_natural_8.jpg,LZ_natural\LZ_natural_29.jpg,LZ_natural\LZ_natural_19.jpg,LZ_natural\LZ_natural_32.jpg,LZ_scrambled\LZ_scrambled_108.jpg,LZ_scrambled\LZ_scrambled_113.jpg,LZ_scrambled\LZ_scrambled_89.jpg,LZ_scrambled\LZ_scrambled_163.jpg,LZ_natural\LZ_natural_169.jpg,LZ_natural\LZ_natural_121.jpg,LZ_natural\LZ_natural_95.jpg,LZ_natural\LZ_natural_106.jpg,LZ_scrambled\LZ_scrambled_87.jpg,LZ_scrambled\LZ_scrambled_196.jpg,LZ_scrambled\LZ_scrambled_212.jpg,LZ_scrambled\LZ_scrambled_33.jpg,    1,LZ_natural\LZ_natural_119.jpg,LZ_natural\LZ_natural_29.jpg,LZ_natural\LZ_natural_145.jpg,LZ_natural\LZ_natural_118.jpg,    z,    1,   11
LZ_scrambled\LZ_scrambled_83.jpg,LZ_scrambled\LZ_scrambled_205.jpg,LZ_scrambled\LZ_scrambled_126.jpg,LZ_scrambled\LZ_scrambled_181.jpg,LZ_noise\LZ_noise_71.jpg,LZ_noise\LZ_noise_211.jpg,LZ_noise\LZ_noise_180.jpg,LZ_noise\LZ_noise_47.jpg,LZ_noise\LZ_noise_225.jpg,LZ_noise\LZ_noise_16.jpg,LZ_noise\LZ_noise_81.jpg,LZ_noise\LZ_noise_237.jpg,LZ_natural\LZ_natural_23.jpg,LZ_natural\LZ_natural_21.jpg,LZ_natural\LZ_natural_220.jpg,LZ_natural\LZ_natural_154.jpg,    1,LZ_scrambled\LZ_scrambled_74.jpg,LZ_scrambled\LZ_scrambled_94.jpg,LZ_noise\LZ_noise_16.jpg,LZ_scrambled\LZ_scrambled_186.jpg,    k,    2,   21
LZ_noise\LZ_noise_86.jpg,LZ_noise\LZ_noise_176.jpg,LZ_noise\LZ_noise_213.jpg,LZ_noise\LZ_noise_74.jpg,LZ_noise\LZ_noise_147.jpg,LZ_noise\LZ_noise_1.jpg,LZ_noise\LZ_noise_208.jpg,LZ_noise\LZ_noise_222.jpg,LZ_noise\LZ_noise_96.jpg,LZ_noise\LZ_noise_15.jpg,LZ_noise\LZ_noise_194.jpg,LZ_noise\LZ_noise_53.jpg,     ,     ,     ,     ,    3,LZ_noise\LZ_noise_212.jpg,LZ_noise\LZ_noise_221.jpg,LZ_noise\LZ_noise_208.jpg,LZ_noise\LZ_noise_89.jpg,    k,    3,   33
LZ_noise\LZ_noise_184.jpg,LZ_noise\LZ_noise_97.jpg,LZ_noise\LZ_noise_107.jpg,LZ_noise\LZ_noise_30.jpg,LZ_noise\LZ_noise_14.jpg,LZ_noise\LZ_noise_127.jpg,LZ_noise\LZ_noise_9.jpg,LZ_noise\LZ_noise_235.jpg,LZ_noise\LZ_noise_45.jpg,LZ_noise\LZ_noise_154.jpg,LZ_noise\LZ_noise_29.jpg,LZ_noise\LZ_noise_116.jpg,LZ_noise\LZ_noise_238.jpg,LZ_noise\LZ_noise_136.jpg,LZ_noise\LZ_noise_52.jpg,LZ_noise\LZ_noise_1.jpg,    3,LZ_noise\LZ_noise_128.jpg,LZ_noise\LZ_noise_186.jpg,LZ_noise\LZ_noise_97.jpg,LZ_noise\LZ_noise_86.jpg,    k,    3,   33
LZ_noise\LZ_noise_226.jpg,LZ_noise\LZ_noise_120.jpg,LZ_noise\LZ_noise_25.jpg,LZ_noise\LZ_noise_220.jpg,LZ_noise\LZ_noise_181.jpg,LZ_noise\LZ_noise_217.jpg,LZ_noise\LZ_noise_160.jpg,LZ_noise\LZ_noise_2.jpg,LZ_noise\LZ_noise_34.jpg,LZ_noise\LZ_noise_35.jpg,LZ_noise\LZ_noise_10.jpg,LZ_noise\LZ_noise_100.jpg,LZ_noise\LZ_noise_174.jpg,LZ_noise\LZ_noise_133.jpg,LZ_noise\LZ_noise_13.jpg,LZ_noise\LZ_noise_95.jpg,    4,LZ_noise\LZ_noise_223.jpg,LZ_noise\LZ_noise_209.jpg,LZ_noise\LZ_noise_197.jpg,LZ_noise\LZ_noise_226.jpg,    m,    3,   34
LZ_noise\LZ_noise_144.jpg,LZ_noise\LZ_noise_159.jpg,LZ_noise\LZ_noise_104.jpg,LZ_noise\LZ_noise_88.jpg,LZ_noise\LZ_noise_81.jpg,LZ_noise\LZ_noise_104.jpg,LZ_noise\LZ_noise_223.jpg,LZ_noise\LZ_noise_9.jpg,LZ_noise\LZ_noise_229.jpg,LZ_noise\LZ_noise_147.jpg,LZ_noise\LZ_noise_174.jpg,LZ_noise\LZ_noise_141.jpg,LZ_noise\LZ_noise_225.jpg,LZ_noise\LZ_noise_125.jpg,LZ_noise\LZ_noise_80.jpg,LZ_noise\LZ_noise_90.jpg,    1,LZ_noise\LZ_noise_141.jpg,LZ_noise\LZ_noise_141.jpg,LZ_noise\LZ_noise_58.jpg,LZ_noise\LZ_noise_35.jpg,    z,    3,   31
LZ_scrambled\LZ_scrambled_148.jpg,LZ_scrambled\LZ_scrambled_229.jpg,LZ_scrambled\LZ_scrambled_88.jpg,LZ_scrambled\LZ_scrambled_186.jpg,LZ_scrambled\LZ_scrambled_224.jpg,LZ_scrambled\LZ_scrambled_2.jpg,LZ_scrambled\LZ_scrambled_188.jpg,LZ_scrambled\LZ_scrambled_111.jpg,LZ_scrambled\LZ_scrambled_119.jpg,LZ_scrambled\LZ_scrambled_53.jpg,LZ_scrambled\LZ_scrambled_30.jpg,LZ_scrambled\LZ_scrambled_85.jpg,LZ_scrambled\LZ_scrambled_75.jpg,LZ_scrambled\LZ_scrambled_207.jpg,LZ_scrambled\LZ_scrambled_45.jpg,LZ_scrambled\LZ_scrambled_235.jpg,    4,LZ_scrambled\LZ_scrambled_166.jpg,LZ_scrambled\LZ_scrambled_102.jpg,LZ_scrambled\LZ_scrambled_224.jpg,LZ_scrambled\LZ_scrambled_81.jpg,    k,    2,   24
LZ_natural\LZ_natural_22.jpg,LZ_natural\LZ_natural_237.jpg,LZ_natural\LZ_natural_220.jpg,LZ_natural\LZ_natural_25.jpg,LZ_natural\LZ_natural_113.jpg,LZ_natural\LZ_natural_89.jpg,LZ_natural\LZ_natural_5.jpg,LZ_natural\LZ_natural_123.jpg,LZ_natural\LZ_natural_81.jpg,LZ_natural\LZ_natural_86.jpg,LZ_natural\LZ_natural_93.jpg,LZ_natural\LZ_natural_12.jpg,LZ_scrambled\LZ_scrambled_79.jpg,LZ_scrambled\LZ_scrambled_68.jpg,LZ_scrambled\LZ_scrambled_128.jpg,LZ_scrambled\LZ_scrambled_55.jpg,    3,LZ_natural\LZ_natural_96.jpg,LZ_natural\LZ_natural_92.jpg,LZ_scrambled\LZ_scrambled_68.jpg,LZ_natural\LZ_natural_158.jpg,    k,    1,   13
LZ_noise\LZ_noise_193.jpg,LZ_noise\LZ_noise_111.jpg,LZ_noise\LZ_noise_12.jpg,LZ_noise\LZ_noise_90.jpg,LZ_noise\LZ_noise_153.jpg,LZ_noise\LZ_noise_161.jpg,LZ_noise\LZ_noise_22.jpg,LZ_noise\LZ_noise_218.jpg,LZ_noise\LZ_noise_173.jpg,LZ_noise\LZ_noise_83.jpg,LZ_noise\LZ_noise_93.jpg,LZ_noise\LZ_noise_135.jpg,LZ_natural\LZ_natural_212.jpg,LZ_natural\LZ_natural_10.jpg,LZ_natural\LZ_natural_223.jpg,LZ_natural\LZ_natural_64.jpg,    3,LZ_noise\LZ_noise_95.jpg,LZ_noise\LZ_noise_157.jpg,LZ_noise\LZ_noise_22.jpg,LZ_noise\LZ_noise_144.jpg,    k,    3,   33
LZ_noise\LZ_noise_32.jpg,LZ_noise\LZ_noise_5.jpg,LZ_noise\LZ_noise_75.jpg,LZ_noise\LZ_noise_197.jpg,LZ_noise\LZ_noise_121.jpg,LZ_noise\LZ_noise_56.jpg,LZ_noise\LZ_noise_171.jpg,LZ_noise\LZ_noise_73.jpg,LZ_noise\LZ_noise_190.jpg,LZ_noise\LZ_noise_191.jpg,LZ_noise\LZ_noise_68.jpg,LZ_noise\LZ_noise_212.jpg,LZ_noise\LZ_noise_126.jpg,LZ_noise\LZ_noise_54.jpg,LZ_noise\LZ_noise_33.jpg,LZ_noise\LZ_noise_19.jpg,    4,LZ_noise\LZ_noise_161.jpg,LZ_noise\LZ_noise_206.jpg,LZ_noise\LZ_noise_73.jpg,LZ_noise\LZ_noise_85.jpg,    k,    3,   34
LZ_scrambled\LZ_scrambled_123.jpg,LZ_scrambled\LZ_scrambled_113.jpg,LZ_scrambled\LZ_scrambled_58.jpg,LZ_scrambled\LZ_scrambled_105.jpg,LZ_noise\LZ_noise_113.jpg,LZ_noise\LZ_noise_11.jpg,LZ_noise\LZ_noise_188.jpg,LZ_noise\LZ_noise_114.jpg,LZ_natural\LZ_natural_128.jpg,LZ_natural\LZ_natural_43.jpg,LZ_natural\LZ_natural_143.jpg,LZ_natural\LZ_natural_146.jpg,LZ_natural\LZ_natural_225.jpg,LZ_natural\LZ_natural_223.jpg,LZ_natural\LZ_natural_183.jpg,LZ_natural\LZ_natural_240.jpg,    1,LZ_scrambled\LZ_scrambled_155.jpg,LZ_scrambled\LZ_scrambled_114.jpg,LZ_scrambled\LZ_scrambled_92.jpg,LZ_natural\LZ_natural_225.jpg,    m,    2,   21
LZ_natural\LZ_natural_210.jpg,LZ_natural\LZ_natural_95.jpg,LZ_natural\LZ_natural_139.jpg,LZ_natural\LZ_natural_122.jpg,LZ_natural\LZ_natural_90.jpg,LZ_natural\LZ_natural_54.jpg,LZ_natural\LZ_natural_111.jpg,LZ_natural\LZ_natural_92.jpg,LZ_natural\LZ_natural_167.jpg,LZ_natural\LZ_natural_70.jpg,LZ_natural\LZ_natural_206.jpg,LZ_natural\LZ_natural_140.jpg,LZ_natural\LZ_natural_119.jpg,LZ_natural\LZ_natural_39.jpg,LZ_natural\LZ_natural_163.jpg,LZ_natural\LZ_natural_96.jpg,    4,LZ_natural\LZ_natural_89.jpg,LZ_natural\LZ_natural_154.jpg,LZ_natural\LZ_natural_167.jpg,LZ_natural\LZ_natural_17.jpg,    k,    1,   14
LZ_noise\LZ_noise_112.jpg,LZ_noise\LZ_noise_43.jpg,LZ_noise\LZ_noise_24.jpg,LZ_noise\LZ_noise_40.jpg,LZ_noise\LZ_noise_134.jpg,LZ_noise\LZ_noise_138.jpg,LZ_noise\LZ_noise_49.jpg,LZ_noise\LZ_noise_183.jpg,LZ_noise\LZ_noise_15.jpg,LZ_noise\LZ_noise_167.jpg,LZ_noise\LZ_noise_230.jpg,LZ_noise\LZ_noise_21.jpg,LZ_noise\LZ_noise_63.jpg,LZ_noise\LZ_noise_189.jpg,LZ_noise\LZ_noise_160.jpg,LZ_noise\LZ_noise_148.jpg,    2,LZ_noise\LZ_noise_160.jpg,LZ_noise\LZ_noise_19.jpg,LZ_noise\LZ_noise_108.jpg,LZ_noise\LZ_noise_81.jpg,    a,    3,   32
LZ_scrambled\LZ_scrambled_168.jpg,LZ_scrambled\LZ_scrambled_180.jpg,LZ_scrambled\LZ_scrambled_194.jpg,LZ_scrambled\LZ_scrambled_216.jpg,LZ_scrambled\LZ_scrambled_154.jpg,LZ_scrambled\LZ_scrambled_49.jpg,LZ_scrambled\LZ_scrambled_142.jpg,LZ_scrambled\LZ_scrambled_60.jpg,LZ_noise\LZ_noise_198.jpg,LZ_noise\LZ_noise_157.jpg,LZ_noise\LZ_noise_85.jpg,LZ_noise\LZ_noise_156.jpg,LZ_noise\LZ_noise_218.jpg,LZ_noise\LZ_noise_62.jpg,LZ_noise\LZ_noise_121.jpg,LZ_noise\LZ_noise_50.jpg,    2,LZ_scrambled\LZ_scrambled_76.jpg,LZ_scrambled\LZ_scrambled_100.jpg,LZ_scrambled\LZ_scrambled_17.jpg,LZ_noise\LZ_noise_198.jpg,    m,    2,   22
LZ_scrambled\LZ_scrambled_145.jpg,LZ_scrambled\LZ_scrambled_179.jpg,LZ_scrambled\LZ_scrambled_29.jpg,LZ_scrambled\LZ_scrambled_169.jpg,LZ_scrambled\LZ_scrambled_221.jpg,LZ_scrambled\LZ_scrambled_189.jpg,LZ_scrambled\LZ_scrambled_82.jpg,LZ_scrambled\LZ_scrambled_203.jpg,LZ_scrambled\LZ_scrambled_159.jpg,LZ_scrambled\LZ_scrambled_149.jpg,LZ_scrambled\LZ_scrambled_52.jpg,LZ_scrambled\LZ_scrambled_230.jpg,LZ_scrambled\LZ_scrambled_26.jpg,LZ_scrambled\LZ_scrambled_173.jpg,LZ_scrambled\LZ_scrambled_212.jpg,LZ_scrambled\LZ_scrambled_152.jpg,    4,LZ_scrambled\LZ_scrambled_203.jpg,LZ_scrambled\LZ_scrambled_53.jpg,LZ_scrambled\LZ_scrambled_114.jpg,LZ_scrambled\LZ_scrambled_170.jpg,    a,    2,   24
